Chipset Name : GRANTLY PLATFORM Ver.05.04.21.0026,,,
Category,Name,GUID,Description
Kernel Layer,\insydemodulepkg\universal\capsuleupdate\capsuleloadertriggerdxe\CapsuleLoaderTriggerDxe,C62CEB80-FB40-4A46-A5E5-C1D997C36DFC,Component Description for CapsuleLoaderTriggerDxe Driver.
Kernel Layer,\insydemodulepkg\universal\firmwarevolume\variableregioninfodxe\VariableRegionInfoDxe,78D19E50-2B62-407F-9F49-C652A4124002,Component description file for VariableRegionInfoDxe module.
Kernel Layer,\insydemodulepkg\universal\disk\delayuefiraidoprom\DelayUefiRaidOprom,13863F79-D94B-4205-BB0F-E4E06AAA5A4E,Delay UEFI RAID OpROM driver.
Kernel Layer,\insydemodulepkg\universal\userinterface\setuputilityapp\SetupUtilityApp,3935B0A1-A182-4887-BC56-675528E78877,Component description file for Setup Utility Application.
Kernel Layer,\insydemodulepkg\universal\multiconfigupdatedxe\MultiConfigUpdateDxe,D2B6C80A-FAFE-4512-835D-50D136540AAA,Update SMBios Driver build description file for DXE phase.
Kernel Layer,\insydemodulepkg\universal\ihisiservicessmm\IhisiServicesSmm,87C2106E-8790-459D-BD44-2EF32A68C3F9,Component description file for IhisiSmm module.
Kernel Layer,\insydemodulepkg\bus\pci\idebuspei\IdeBusPei,B7A5041A-78BA-49E3-B73B-54C757811FB6,Component description file for IdeBusPei module.
Kernel Layer,\insydemodulepkg\bus\pci\ahcibuspei\AhciBusPei,4AA65902-3ED3-43b3-A52B-FC1D6C077AE4,Component description file for AhciBusPei module.
Kernel Layer,\insydemodulepkg\universal\recovery\fatpei\FatPei,3D17205B-4C49-47e2-8157-864CD3D80DBD,Component description file for FatPei module.
Kernel Layer,\insydemodulepkg\universal\recovery\cdexpresspei\CdExpressPei,31E147A6-D39A-4147-9DA3-BEFD4D523243,Component description file for PeiCdExpress module.
Kernel Layer,\insydemodulepkg\universal\security\secureflash\firmwareauthenticationpei\FirmwareAuthenticationPei,F04D6DBD-1200-4C74-9EC9-B306C9EB0F38,Firmware Authentication PEIM.
Kernel Layer,\insydemodulepkg\bus\pci\ehcipei\EhciPei,9A5D7D47-CF0C-451c-8E4B-B051EFC3CEDB,Component description file for Ehci PEIM.
Kernel Layer,\insydemodulepkg\bus\pci\xhcipei\XhciPei,091AAEA3-09A9-40f6-9864-0139388A9F8C,Component description file for Xhci PEIM.
Kernel Layer,\insydemodulepkg\bus\usb\usbbuspei\UsbBusPei,8401A045-6F70-4505-8471-7015B40355E3,Component description file for UsbBus PEI module.
Kernel Layer,\insydemodulepkg\bus\usb\usbmassstoragepei\UsbMassStoragePei,BA25E07A-E253-442C-90FF-B4C92FAD6990,Component description file for UsbMassStorage PEI module.
Kernel Layer,\insydemodulepkg\universal\misc\firmwarerevisionsyncpei\FirmwareRevisionSyncPei,C2239ACD-21D0-4CB0-B7DB-6D35EE7B0CC1,Component description file for FirmwareRevisionSync PEIM.
Kernel Layer,\insydemodulepkg\universal\variable\setupdataproviderpei\SetupDataProviderPei,B937BAC9-B41B-4914-BC32-72410400F9DE,This PEIM provides Setup variable default values if Setup variable does not exist.
Kernel Layer,\insydemodulepkg\universal\commonpolicy\platformstage1pei\PlatformStage1Pei,A85027FC-0E09-4FA9-A407-CAD206FB4F1,Component description file for PlatformStage1Pei PEIM.
Kernel Layer,\insydemodulepkg\universal\commonpolicy\platformstage2pei\PlatformStage2Pei,1191BBF5-DCB9-44F4-827E-95359744C987,Component description file for PlatformStage2Pei PEIM.
Kernel Layer,\insydemodulepkg\bus\smbus\progclkgenpeim\ProgClkGenPeim,FDB3B9A7-1E82-4C77-9C6C-4305C851F253,Component description file for ProgClkGen driver.
Kernel Layer,\insydemodulepkg\bus\isa\ps2keyboardpei\Ps2KeyboardPei,67C63A11-F89D-4500-8270-D9DB251EB2AF,Component description file for Ps2KeyboardPei driver.
Kernel Layer,\insydemodulepkg\universal\acpi\s3restoreacpipei\S3RestoreAcpiPei,4DE01DE6-7CBB-4786-9F2A-9B9C7C97AC06,Component description file for S3RestoreAcpiPei module.
Kernel Layer,\insydemodulepkg\universal\security\tcg\treeconfigpei\TrEEConfigPei,3AE3D6F0-6483-45D6-9395-303C9789208D,Component file for TrEE configuration module.
Kernel Layer,\insydemodulepkg\universal\acpi\s3resume2pei\S3Resume2Pei,89E549B0-7CFE-449D-9BA3-10D8B2312D71,S3 Resume Module: This module works with StandAloneBootScriptExecutor to S3 resume to OS. This module will excute the boot script saved during last boot and after that, control is passed to OS waking up handler.
Kernel Layer,\insydemodulepkg\core\dxeiplpeim\DxeIpl,86D70125-BAA3-4296-A62F-602BEBBB9081,Last PEIM executed in PEI phase to load DXE Core from a Firmware Volume.
Kernel Layer,\insydemodulepkg\universal\variable\variablepei\PeiVariable,34C8C28F-B61C-45A2-8F2E-89E46BECC63B,Component description file for Variable PEI module.
Kernel Layer,\insydemodulepkg\universal\fileaccess\fileaccesspei\FileAccessPei,C2E5D736-0771-42AC-B99F-1B7F1CA5610,Component description file for FatPei module.
InsydeFrameworkModulePkg,,,
Kernel Layer,\insydeframeworkmodulepkg\compatibility\peismbus2onpeismbusthunk\PeiSmbus2OnPeiSmbusThunk,7726CDF8-737F-4B09-A254-FA396C6225C1,Component description file for PeiSmbus2OnPeiSmbusThunk module.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\fvfileloaderonloadfilethunFvFileLoaderOnLoadFileThunk,6CDDBF28-89AC-4E01-9692-616B8A1009C8,Module produce Framework EFI_PEI_FV_FILE_LOADER_PPI top of EFI_PEI_LOAD_FILE_PPI.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\smmusbdispatch2onsmmusbdispatchthunk\SmmUsbDispatch2OnSmmUsbDispatchThunk,EE1BB93E-54C5-4B17-9496-A20085950561,Component description file for SmmUsbDispatch2OnSmmUsbDispatchThunk module.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\pismbiosrecordondatahubrecordthunk\Datahub2SmbiosThunk,9F8B12CF-E796-408F-9D59-3ACDDC0AFBE3,This thunk driver register a filter for DataHub protocol, once a data hub record is added via EFI_DATA_HUB_PROTOCOL->LogData(), this filter will be invoked to translate the datahub record to SMBIOS record.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\smmswdispatch2onsmmswdispatchthunk\SmmSwDispatch2OnSmmSwDispatchThunk,1410C6AC-9F4B-495B-9C23-8A5AEB0165E9,Component description file for SMM SwDispatch2 Protocol on SMM SwDispatch Protocol Thunk driver.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\pismmstatuscodethunk\PiSmmStatusCodeThunk,14FF38A8-ACBA-4228-A7D7-A73260C7559B,PI SMM Status Code Protocol on Framework SMM Status Code Protocol Thunk driver.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\dxeoemservicesthunk\DxeOemServicesThunk,0F43CAAB-A14D-463B-BFF2-185CC0D5AEA5,Component description file for DxeOemServicesThunk module.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\smmoemservicesthunk\SmmOemServicesThunk,696D180A-77E0-46CD-A830-2D5BA71BE188,Component description file for SmmOemServicesThunk module.
Kernel Layer,\insydeframeworkmodulepkg\platform\generic\fastrecovery\pei\emupeihelper\EmuPeiHelper,E2FC5838-16A9-4ED7-96E0-9A75F5AF711D,Component description file for EmuPeiHelper module.
Kernel Layer,\insydeframeworkmodulepkg\compatibility\peioemservicesthunk\PeiOemServicesThunk,DB482EFC-88E9-4E17-976B-A3C2CBF86554,Component description file for PeiOemServicesThunk module.
InsydeNetworkPkg,,,
Kernel Layer,\insydenetworkpkg\drivers\networklockerdxe\NetworkLockerDxe,C613EC78-63ED-4B93-ACD4-54B3D4CCC268,When user enable PxeToLan.
Kernel Layer,\insydenetworkpkg\drivers\dhcpdummydxe\DhcpDummyDxe,9C7CCB02-9154-4864-9E4B-DC0487E37660,This driver will install, DHCP4_SERVICE_BINDING_PROTOCOL, DHCP6_SERVICE_BINDING_PROTOCOL. When the real DHCP4 and DHCP6 not dispatch but has loaded.
Kernel Layer,\insydenetworkpkg\drivers\pxedummydxe\PxeDummyDxe,F0F1588E-9028-4EB8-8031-F233B48EA0B7,This driver will install fake, EFI_PXE_BASE_CODE_PROTOCOL.
Kernel Layer,\insydenetworkpkg\drivers\snpdxe\SnpDxe,E1CEE6E3-6C42-4A4F-916E-38385290A556,Component description file for SNP module.
Kernel Layer,\insydenetworkpkg\drivers\dpcdxe\DpcDxe,A210F973-229D-4F4D-AA37-9895E6C9EABA,Component description file for DPC module.
Kernel Layer,\insydenetworkpkg\drivers\mnpdxe\MnpDxe,025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A,Component description file for Mnp module.
Kernel Layer,\insydenetworkpkg\drivers\ip4dxe\Ip4Dxe,9FB1A1F3-3B71-4324-B39A-745CBB015FFF,Component name for module Ip4.
Kernel Layer,\insydenetworkpkg\drivers\ip4configdxe\Ip4ConfigDxe,26841BDE-920A-4E7A-9FBE-637F477143A6,Component name for module Ip4Config.
Kernel Layer,\insydenetworkpkg\drivers\udp4dxe\Udp4Dxe,6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B,Component name for module Udp4.
Kernel Layer,\insydenetworkpkg\drivers\dhcp4dxe\Dhcp4Dxe,94734718-0BBC-47FB-96A5-EE7A5AE6A2AD,Component name for module Dhcp4.
Kernel Layer,\insydenetworkpkg\drivers\mtftp4dxe\Mtftp4Dxe,0BB51CDD-A750-442F-A15E-7DEADFBA30FF,Component name for module Mtftp4.
Kernel Layer,\insydenetworkpkg\drivers\arpdxe\ArpDxe,529D3F93-E8E9-4E73-B1E1-BDF6A9D50113,Component description file for ARP module.
Kernel Layer,\insydenetworkpkg\drivers\ip6dxe\Ip6Dxe,5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C,Component description file for Ip6 module.
Kernel Layer,\insydenetworkpkg\drivers\udp6dx\Udp6Dxe,40008162-93D0-48F2-80DA-7E32F4C98F8B,Component description file for Udp6 module.
Kernel Layer,\insydenetworkpkg\drivers\dhcp6dxe\Dhcp6Dxe,94E24C26-80FA-427D-80FB-E374E9E9BF85,Component description file for Dhcp6 module.
Kernel Layer,\insydenetworkpkg\drivers\mtftp6dxe\Mtftp6Dxe,2EC499F9-0337-4DA1-91CA-6BC4E8C03DA2,Component description file for Mtftp6 module.
Kernel Layer,\insydenetworkpkg\drivers\uefipxebcdxe\UefiPxeBcDxe,AE724F8D-62C6-4638-A065-0138F47B6D23,Component name for module PxeBc.
Kernel Layer,\insydenetworkpkg\drivers\tcpdxe\TcpDxe,FC6F3967-AAA8-47D7-837F-A1CD442E7572,Component description file for Tcp module.
Kernel Layer,\insydenetworkpkg\drivers\iscsidxe\IScsiDxe,86CDDF93-4872-4597-8AF9-A35AE4D3725F,Component description file for IScsi module.
UefiCpuPkg,,,
Kernel Layer,\ueficpupkg\cpuiopei\CpuIoPei,AE265864-CF5D-41A8-913D-71C155E76442,This PEIM produces of the CPU I/O PPI.
Kernel Layer,\ueficpupkg\resetvector\vtf0\bin\ResetVector,1BA0062E-C779-4582-8566-336AE8F78F0, This is the first module taking control of the platform upon power-on/reset.
IA32FamilyCpuPkg,,,
Kernel Layer,\ia32familycpupkg\pismmcommunication\PiSmmCommunicationPei,1C8B7F78-1699-40E6-AF33-9B995D16B043,Component description file for PI SMM Communication PEIM.
SecurityPkg,,,
Kernel Layer,\securitypkg\tcg\physicalpresencepei\PhysicalPresencePei,4FE772E8-FE3E-4086-B638-8C493C490488,Component description file for physical presence PEI module.
Kernel Layer,\securitypkg\tcg\tcgpei\TcgPei,2BE1E4A6-6505-43B3-9FFC-A3C8330E0432,This module will initialize TPM device and measure FVs in PEI phase.
